rt,polarity,source,ms_level,scan_type,mz_range,peak_count,mz,intensity
0.31135,+,ESI,ms1,line,80.0000-1799.9999,9,149.0243,188
0.31135,+,ESI,ms1,line,80.0000-1799.9999,9,173.0781,89
0.31135,+,ESI,ms1,line,80.0000-1799.9999,9,262.0895,110
0.31135,+,ESI,ms1,line,80.0000-1799.9999,9,301.1437,79
0.31135,+,ESI,ms1,line,80.0000-1799.9999,9,312.1012,374
0.31135,+,ESI,ms1,line,80.0000-1799.9999,9,313.1093,77
0.31135,+,ESI,ms1,line,80.0000-1799.9999,9,393.2948,359
0.31135,+,ESI,ms1,line,80.0000-1799.9999,9,413.2635,536
0.31135,+,ESI,ms1,line,80.0000-1799.9999,9,414.2642,163
0.3197,+,ESI,ms1,line,80.0000-1799.9999,8,149.0243,182
0.3197,+,ESI,ms1,line,80.0000-1799.9999,8,173.0769,85
0.3197,+,ESI,ms1,line,80.0000-1799.9999,8,262.0878,100
0.3197,+,ESI,ms1,line,80.0000-1799.9999,8,312.1020,372
0.3197,+,ESI,ms1,line,80.0000-1799.9999,8,313.1052,72
0.3197,+,ESI,ms1,line,80.0000-1799.9999,8,393.2934,374
0.3197,+,ESI,ms1,line,80.0000-1799.9999,8,413.2637,560
0.3197,+,ESI,ms1,line,80.0000-1799.9999,8,414.2649,143
0.32805,+,ESI,ms1,line,80.0000-1799.9999,8,149.0229,179
0.32805,+,ESI,ms1,line,80.0000-1799.9999,8,173.0760,96
0.32805,+,ESI,ms1,line,80.0000-1799.9999,8,262.0884,90
0.32805,+,ESI,ms1,line,80.0000-1799.9999,8,312.1022,391
0.32805,+,ESI,ms1,line,80.0000-1799.9999,8,313.1063,87
0.32805,+,ESI,ms1,line,80.0000-1799.9999,8,393.2933,425
0.32805,+,ESI,ms1,line,80.0000-1799.9999,8,413.2624,545
0.32805,+,ESI,ms1,line,80.0000-1799.9999,8,414.2687,126
0.3364,+,ESI,ms1,line,80.0000-1799.9999,9,149.0246,184
0.3364,+,ESI,ms1,line,80.0000-1799.9999,9,173.0785,76
0.3364,+,ESI,ms1,line,80.0000-1799.9999,9,262.0873,93
0.3364,+,ESI,ms1,line,80.0000-1799.9999,9,312.1026,400
0.3364,+,ESI,ms1,line,80.0000-1799.9999,9,313.1081,105
0.3364,+,ESI,ms1,line,80.0000-1799.9999,9,393.2937,444
0.3364,+,ESI,ms1,line,80.0000-1799.9999,9,394.2972,78
0.3364,+,ESI,ms1,line,80.0000-1799.9999,9,413.2622,531
0.3364,+,ESI,ms1,line,80.0000-1799.9999,9,414.2691,131
0.344733,+,ESI,ms1,line,80.0000-1799.9999,9,149.0255,169
0.344733,+,ESI,ms1,line,80.0000-1799.9999,9,173.0791,76
0.344733,+,ESI,ms1,line,80.0000-1799.9999,9,262.0874,69
0.344733,+,ESI,ms1,line,80.0000-1799.9999,9,312.1040,421
0.344733,+,ESI,ms1,line,80.0000-1799.9999,9,313.1048,101
0.344733,+,ESI,ms1,line,80.0000-1799.9999,9,393.2946,388
0.344733,+,ESI,ms1,line,80.0000-1799.9999,9,394.3016,99
0.344733,+,ESI,ms1,line,80.0000-1799.9999,9,413.2635,501
0.344733,+,ESI,ms1,line,80.0000-1799.9999,9,414.2668,119
0.353117,+,ESI,ms1,line,80.0000-1799.9999,9,149.0256,192
0.353117,+,ESI,ms1,line,80.0000-1799.9999,9,173.0789,98
0.353117,+,ESI,ms1,line,80.0000-1799.9999,9,290.1149,71
0.353117,+,ESI,ms1,line,80.0000-1799.9999,9,312.1023,436
0.353117,+,ESI,ms1,line,80.0000-1799.9999,9,313.1000,106
0.353117,+,ESI,ms1,line,80.0000-1799.9999,9,393.2956,373
0.353117,+,ESI,ms1,line,80.0000-1799.9999,9,394.3024,86
0.353117,+,ESI,ms1,line,80.0000-1799.9999,9,413.2630,491
0.353117,+,ESI,ms1,line,80.0000-1799.9999,9,414.2646,138
0.361467,+,ESI,ms1,line,80.0000-1799.9999,9,149.0255,179
0.361467,+,ESI,ms1,line,80.0000-1799.9999,9,173.0809,87
0.361467,+,ESI,ms1,line,80.0000-1799.9999,9,290.1144,79
0.361467,+,ESI,ms1,line,80.0000-1799.9999,9,312.1013,380
0.361467,+,ESI,ms1,line,80.0000-1799.9999,9,313.0981,105
0.361467,+,ESI,ms1,line,80.0000-1799.9999,9,393.2939,354
0.361467,+,ESI,ms1,line,80.0000-1799.9999,9,394.3071,112
0.361467,+,ESI,ms1,line,80.0000-1799.9999,9,413.2625,491
0.361467,+,ESI,ms1,line,80.0000-1799.9999,9,414.2656,170
0.369817,+,ESI,ms1,line,80.0000-1799.9999,9,149.0250,178
0.369817,+,ESI,ms1,line,80.0000-1799.9999,9,173.0792,83
0.369817,+,ESI,ms1,line,80.0000-1799.9999,9,290.1150,73
0.369817,+,ESI,ms1,line,80.0000-1799.9999,9,312.1018,390
0.369817,+,ESI,ms1,line,80.0000-1799.9999,9,313.1006,98
0.369817,+,ESI,ms1,line,80.0000-1799.9999,9,393.2946,353
0.369817,+,ESI,ms1,line,80.0000-1799.9999,9,394.3094,128
0.369817,+,ESI,ms1,line,80.0000-1799.9999,9,413.2606,519
0.369817,+,ESI,ms1,line,80.0000-1799.9999,9,414.2667,172
0.378167,+,ESI,ms1,line,80.0000-1799.9999,9,149.0233,228
0.378167,+,ESI,ms1,line,80.0000-1799.9999,9,173.0794,75
0.378167,+,ESI,ms1,line,80.0000-1799.9999,9,301.1435,91
0.378167,+,ESI,ms1,line,80.0000-1799.9999,9,312.1010,361
0.378167,+,ESI,ms1,line,80.0000-1799.9999,9,313.1017,75
0.378167,+,ESI,ms1,line,80.0000-1799.9999,9,393.2919,381
0.378167,+,ESI,ms1,line,80.0000-1799.9999,9,394.3094,96
0.378167,+,ESI,ms1,line,80.0000-1799.9999,9,413.2599,556
0.378167,+,ESI,ms1,line,80.0000-1799.9999,9,414.2674,167
0.386517,+,ESI,ms1,line,80.0000-1799.9999,8,149.0237,210
0.386517,+,ESI,ms1,line,80.0000-1799.9999,8,173.0795,91
0.386517,+,ESI,ms1,line,80.0000-1799.9999,8,301.1425,84
0.386517,+,ESI,ms1,line,80.0000-1799.9999,8,312.1015,326
0.386517,+,ESI,ms1,line,80.0000-1799.9999,8,393.2916,431
0.386517,+,ESI,ms1,line,80.0000-1799.9999,8,394.3063,110
0.386517,+,ESI,ms1,line,80.0000-1799.9999,8,413.2600,631
0.386517,+,ESI,ms1,line,80.0000-1799.9999,8,414.2685,170
0.39485,+,ESI,ms1,line,80.0000-1799.9999,11,149.0252,186
0.39485,+,ESI,ms1,line,80.0000-1799.9999,11,173.0802,98
0.39485,+,ESI,ms1,line,80.0000-1799.9999,11,262.0819,76
0.39485,+,ESI,ms1,line,80.0000-1799.9999,11,290.1191,92
0.39485,+,ESI,ms1,line,80.0000-1799.9999,11,301.1406,80
0.39485,+,ESI,ms1,line,80.0000-1799.9999,11,312.1005,365
0.39485,+,ESI,ms1,line,80.0000-1799.9999,11,313.1021,81
0.39485,+,ESI,ms1,line,80.0000-1799.9999,11,393.2902,387
0.39485,+,ESI,ms1,line,80.0000-1799.9999,11,394.3063,109
0.39485,+,ESI,ms1,line,80.0000-1799.9999,11,413.2618,593
0.39485,+,ESI,ms1,line,80.0000-1799.9999,11,414.2680,159
0.4032,+,ESI,ms1,line,80.0000-1799.9999,12,129.0558,70
0.4032,+,ESI,ms1,line,80.0000-1799.9999,12,149.0257,154
0.4032,+,ESI,ms1,line,80.0000-1799.9999,12,173.0802,91
0.4032,+,ESI,ms1,line,80.0000-1799.9999,12,262.0806,73
0.4032,+,ESI,ms1,line,80.0000-1799.9999,12,290.1196,94
0.4032,+,ESI,ms1,line,80.0000-1799.9999,12,301.1406,88
0.4032,+,ESI,ms1,line,80.0000-1799.9999,12,312.0993,330
0.4032,+,ESI,ms1,line,80.0000-1799.9999,12,313.0990,78
0.4032,+,ESI,ms1,line,80.0000-1799.9999,12,393.2912,342
0.4032,+,ESI,ms1,line,80.0000-1799.9999,12,394.3031,93
0.4032,+,ESI,ms1,line,80.0000-1799.9999,12,413.2611,581
0.4032,+,ESI,ms1,line,80.0000-1799.9999,12,414.2658,170
0.41155,+,ESI,ms1,line,80.0000-1799.9999,10,149.0250,157
0.41155,+,ESI,ms1,line,80.0000-1799.9999,10,173.0812,103
0.41155,+,ESI,ms1,line,80.0000-1799.9999,10,262.0801,64
0.41155,+,ESI,ms1,line,80.0000-1799.9999,10,290.1210,95
0.41155,+,ESI,ms1,line,80.0000-1799.9999,10,301.1416,79
0.41155,+,ESI,ms1,line,80.0000-1799.9999,10,312.1010,337
0.41155,+,ESI,ms1,line,80.0000-1799.9999,10,393.2919,308
0.41155,+,ESI,ms1,line,80.0000-1799.9999,10,394.3011,92
0.41155,+,ESI,ms1,line,80.0000-1799.9999,10,413.2607,613
0.41155,+,ESI,ms1,line,80.0000-1799.9999,10,414.2637,148
0.4199,+,ESI,ms1,line,80.0000-1799.9999,11,129.0555,65
0.4199,+,ESI,ms1,line,80.0000-1799.9999,11,149.0254,184
0.4199,+,ESI,ms1,line,80.0000-1799.9999,11,173.0810,107
0.4199,+,ESI,ms1,line,80.0000-1799.9999,11,262.0840,67
0.4199,+,ESI,ms1,line,80.0000-1799.9999,11,290.1187,79
0.4199,+,ESI,ms1,line,80.0000-1799.9999,11,301.1416,70
0.4199,+,ESI,ms1,line,80.0000-1799.9999,11,312.1014,309
0.4199,+,ESI,ms1,line,80.0000-1799.9999,11,393.2919,292
0.4199,+,ESI,ms1,line,80.0000-1799.9999,11,394.2990,76
0.4199,+,ESI,ms1,line,80.0000-1799.9999,11,413.2618,635
0.4199,+,ESI,ms1,line,80.0000-1799.9999,11,414.2619,138
0.428233,+,ESI,ms1,line,80.0000-1799.9999,10,149.0255,203
0.428233,+,ESI,ms1,line,80.0000-1799.9999,10,173.0790,120
0.428233,+,ESI,ms1,line,80.0000-1799.9999,10,262.0886,72
0.428233,+,ESI,ms1,line,80.0000-1799.9999,10,290.1221,86
0.428233,+,ESI,ms1,line,80.0000-1799.9999,10,301.1436,88
0.428233,+,ESI,ms1,line,80.0000-1799.9999,10,312.1025,315
0.428233,+,ESI,ms1,line,80.0000-1799.9999,10,393.2928,311
0.428233,+,ESI,ms1,line,80.0000-1799.9999,10,394.2990,93
0.428233,+,ESI,ms1,line,80.0000-1799.9999,10,413.2611,576
0.428233,+,ESI,ms1,line,80.0000-1799.9999,10,414.2604,131
0.436583,+,ESI,ms1,line,80.0000-1799.9999,12,149.0249,201
0.436583,+,ESI,ms1,line,80.0000-1799.9999,12,167.0403,66
0.436583,+,ESI,ms1,line,80.0000-1799.9999,12,173.0780,106
0.436583,+,ESI,ms1,line,80.0000-1799.9999,12,262.0880,84
0.436583,+,ESI,ms1,line,80.0000-1799.9999,12,290.1244,76
0.436583,+,ESI,ms1,line,80.0000-1799.9999,12,301.1445,86
0.436583,+,ESI,ms1,line,80.0000-1799.9999,12,312.1017,298
0.436583,+,ESI,ms1,line,80.0000-1799.9999,12,313.1006,71
0.436583,+,ESI,ms1,line,80.0000-1799.9999,12,393.2924,349
0.436583,+,ESI,ms1,line,80.0000-1799.9999,12,394.2979,83
0.436583,+,ESI,ms1,line,80.0000-1799.9999,12,413.2613,587
0.436583,+,ESI,ms1,line,80.0000-1799.9999,12,414.2626,130
0.444933,+,ESI,ms1,line,80.0000-1799.9999,9,149.0258,188
0.444933,+,ESI,ms1,line,80.0000-1799.9999,9,167.0429,66
0.444933,+,ESI,ms1,line,80.0000-1799.9999,9,173.0792,109
0.444933,+,ESI,ms1,line,80.0000-1799.9999,9,301.1431,97
0.444933,+,ESI,ms1,line,80.0000-1799.9999,9,312.1014,362
0.444933,+,ESI,ms1,line,80.0000-1799.9999,9,393.2923,357
0.444933,+,ESI,ms1,line,80.0000-1799.9999,9,394.2948,100
0.444933,+,ESI,ms1,line,80.0000-1799.9999,9,413.2599,633
0.444933,+,ESI,ms1,line,80.0000-1799.9999,9,414.2619,119
0.453283,+,ESI,ms1,line,80.0000-1799.9999,11,149.0262,177
0.453283,+,ESI,ms1,line,80.0000-1799.9999,11,173.0798,88
0.453283,+,ESI,ms1,line,80.0000-1799.9999,11,262.0920,66
0.453283,+,ESI,ms1,line,80.0000-1799.9999,11,290.1235,78
0.453283,+,ESI,ms1,line,80.0000-1799.9999,11,301.1423,82
0.453283,+,ESI,ms1,line,80.0000-1799.9999,11,312.1017,367
0.453283,+,ESI,ms1,line,80.0000-1799.9999,11,313.1009,65
0.453283,+,ESI,ms1,line,80.0000-1799.9999,11,393.2929,328
0.453283,+,ESI,ms1,line,80.0000-1799.9999,11,394.2936,124
0.453283,+,ESI,ms1,line,80.0000-1799.9999,11,413.2602,715
0.453283,+,ESI,ms1,line,80.0000-1799.9999,11,414.2645,134
0.461633,+,ESI,ms1,line,80.0000-1799.9999,11,149.0262,174
0.461633,+,ESI,ms1,line,80.0000-1799.9999,11,173.0799,79
0.461633,+,ESI,ms1,line,80.0000-1799.9999,11,262.0909,78
0.461633,+,ESI,ms1,line,80.0000-1799.9999,11,290.1233,77
0.461633,+,ESI,ms1,line,80.0000-1799.9999,11,301.1435,70
0.461633,+,ESI,ms1,line,80.0000-1799.9999,11,312.1036,390
0.461633,+,ESI,ms1,line,80.0000-1799.9999,11,313.1008,83
0.461633,+,ESI,ms1,line,80.0000-1799.9999,11,393.2945,332
0.461633,+,ESI,ms1,line,80.0000-1799.9999,11,394.2909,129
0.461633,+,ESI,ms1,line,80.0000-1799.9999,11,413.2604,661
0.461633,+,ESI,ms1,line,80.0000-1799.9999,11,414.2642,143
0.469983,+,ESI,ms1,line,80.0000-1799.9999,12,149.0256,198
0.469983,+,ESI,ms1,line,80.0000-1799.9999,12,173.0801,71
0.469983,+,ESI,ms1,line,80.0000-1799.9999,12,262.0923,68
0.469983,+,ESI,ms1,line,80.0000-1799.9999,12,290.1188,70
0.469983,+,ESI,ms1,line,80.0000-1799.9999,12,297.2409,69
0.469983,+,ESI,ms1,line,80.0000-1799.9999,12,301.1417,76
0.469983,+,ESI,ms1,line,80.0000-1799.9999,12,312.1018,445
0.469983,+,ESI,ms1,line,80.0000-1799.9999,12,313.1052,80
0.469983,+,ESI,ms1,line,80.0000-1799.9999,12,393.2943,393
0.469983,+,ESI,ms1,line,80.0000-1799.9999,12,394.2948,117
0.469983,+,ESI,ms1,line,80.0000-1799.9999,12,413.2617,685
0.469983,+,ESI,ms1,line,80.0000-1799.9999,12,414.2637,143
0.478317,+,ESI,ms1,line,80.0000-1799.9999,10,149.0262,195
0.478317,+,ESI,ms1,line,80.0000-1799.9999,10,173.0794,70
0.478317,+,ESI,ms1,line,80.0000-1799.9999,10,262.0917,65
0.478317,+,ESI,ms1,line,80.0000-1799.9999,10,290.1201,70
0.478317,+,ESI,ms1,line,80.0000-1799.9999,10,301.1414,78
0.478317,+,ESI,ms1,line,80.0000-1799.9999,10,312.1008,531
0.478317,+,ESI,ms1,line,80.0000-1799.9999,10,393.2964,455
0.478317,+,ESI,ms1,line,80.0000-1799.9999,10,394.2942,108
0.478317,+,ESI,ms1,line,80.0000-1799.9999,10,413.2613,668
0.478317,+,ESI,ms1,line,80.0000-1799.9999,10,414.2638,146
0.486667,+,ESI,ms1,line,80.0000-1799.9999,11,149.0250,161
0.486667,+,ESI,ms1,line,80.0000-1799.9999,11,173.0790,89
0.486667,+,ESI,ms1,line,80.0000-1799.9999,11,262.0885,72
0.486667,+,ESI,ms1,line,80.0000-1799.9999,11,290.1202,75
0.486667,+,ESI,ms1,line,80.0000-1799.9999,11,301.1427,80
0.486667,+,ESI,ms1,line,80.0000-1799.9999,11,312.1010,514
0.486667,+,ESI,ms1,line,80.0000-1799.9999,11,313.1036,77
0.486667,+,ESI,ms1,line,80.0000-1799.9999,11,393.2956,462
0.486667,+,ESI,ms1,line,80.0000-1799.9999,11,394.2960,110
0.486667,+,ESI,ms1,line,80.0000-1799.9999,11,413.2609,655
0.486667,+,ESI,ms1,line,80.0000-1799.9999,11,414.2628,122
0.495017,+,ESI,ms1,line,80.0000-1799.9999,10,149.0235,150
0.495017,+,ESI,ms1,line,80.0000-1799.9999,10,173.0787,97
0.495017,+,ESI,ms1,line,80.0000-1799.9999,10,290.1187,75
0.495017,+,ESI,ms1,line,80.0000-1799.9999,10,301.1447,73
0.495017,+,ESI,ms1,line,80.0000-1799.9999,10,312.1014,517
0.495017,+,ESI,ms1,line,80.0000-1799.9999,10,313.0981,105
0.495017,+,ESI,ms1,line,80.0000-1799.9999,10,393.2951,443
0.495017,+,ESI,ms1,line,80.0000-1799.9999,10,394.2929,119
0.495017,+,ESI,ms1,line,80.0000-1799.9999,10,413.2608,638
0.495017,+,ESI,ms1,line,80.0000-1799.9999,10,414.2657,125
0.503367,+,ESI,ms1,line,80.0000-1799.9999,11,149.0238,135
0.503367,+,ESI,ms1,line,80.0000-1799.9999,11,173.0794,95
0.503367,+,ESI,ms1,line,80.0000-1799.9999,11,262.0872,84
0.503367,+,ESI,ms1,line,80.0000-1799.9999,11,290.1218,73
0.503367,+,ESI,ms1,line,80.0000-1799.9999,11,301.1403,83
0.503367,+,ESI,ms1,line,80.0000-1799.9999,11,312.1000,542
0.503367,+,ESI,ms1,line,80.0000-1799.9999,11,313.0982,100
0.503367,+,ESI,ms1,line,80.0000-1799.9999,11,393.2946,495
0.503367,+,ESI,ms1,line,80.0000-1799.9999,11,394.2920,111
0.503367,+,ESI,ms1,line,80.0000-1799.9999,11,413.2620,591
0.503367,+,ESI,ms1,line,80.0000-1799.9999,11,414.2594,123
0.511717,+,ESI,ms1,line,80.0000-1799.9999,10,149.0229,140
0.511717,+,ESI,ms1,line,80.0000-1799.9999,10,173.0801,98
0.511717,+,ESI,ms1,line,80.0000-1799.9999,10,262.0857,83
0.511717,+,ESI,ms1,line,80.0000-1799.9999,10,301.1411,68
0.511717,+,ESI,ms1,line,80.0000-1799.9999,10,312.0992,532
0.511717,+,ESI,ms1,line,80.0000-1799.9999,10,313.1015,87
0.511717,+,ESI,ms1,line,80.0000-1799.9999,10,393.2930,440
0.511717,+,ESI,ms1,line,80.0000-1799.9999,10,394.2928,108
0.511717,+,ESI,ms1,line,80.0000-1799.9999,10,413.2624,609
0.511717,+,ESI,ms1,line,80.0000-1799.9999,10,414.2656,132
0.520083,+,ESI,ms1,line,80.0000-1799.9999,10,149.0219,138
0.520083,+,ESI,ms1,line,80.0000-1799.9999,10,173.0789,94
0.520083,+,ESI,ms1,line,80.0000-1799.9999,10,262.0873,85
0.520083,+,ESI,ms1,line,80.0000-1799.9999,10,290.1187,65
0.520083,+,ESI,ms1,line,80.0000-1799.9999,10,312.0988,546
0.520083,+,ESI,ms1,line,80.0000-1799.9999,10,313.1040,83
0.520083,+,ESI,ms1,line,80.0000-1799.9999,10,393.2930,458
0.520083,+,ESI,ms1,line,80.0000-1799.9999,10,394.2953,126
0.520083,+,ESI,ms1,line,80.0000-1799.9999,10,413.2634,622
0.520083,+,ESI,ms1,line,80.0000-1799.9999,10,414.2625,187
0.528433,+,ESI,ms1,line,80.0000-1799.9999,11,149.0224,146
0.528433,+,ESI,ms1,line,80.0000-1799.9999,11,173.0787,95
0.528433,+,ESI,ms1,line,80.0000-1799.9999,11,262.0883,89
0.528433,+,ESI,ms1,line,80.0000-1799.9999,11,290.1169,67
0.528433,+,ESI,ms1,line,80.0000-1799.9999,11,301.1457,75
0.528433,+,ESI,ms1,line,80.0000-1799.9999,11,312.0993,581
0.528433,+,ESI,ms1,line,80.0000-1799.9999,11,313.1057,74
0.528433,+,ESI,ms1,line,80.0000-1799.9999,11,393.2918,385
0.528433,+,ESI,ms1,line,80.0000-1799.9999,11,394.2984,129
0.528433,+,ESI,ms1,line,80.0000-1799.9999,11,413.2614,574
0.528433,+,ESI,ms1,line,80.0000-1799.9999,11,414.2635,154
0.536783,+,ESI,ms1,line,80.0000-1799.9999,9,149.0230,157
0.536783,+,ESI,ms1,line,80.0000-1799.9999,9,173.0793,85
0.536783,+,ESI,ms1,line,80.0000-1799.9999,9,262.0900,76
0.536783,+,ESI,ms1,line,80.0000-1799.9999,9,312.0987,501
0.536783,+,ESI,ms1,line,80.0000-1799.9999,9,313.1044,68
0.536783,+,ESI,ms1,line,80.0000-1799.9999,9,393.2902,372
0.536783,+,ESI,ms1,line,80.0000-1799.9999,9,394.3010,124
0.536783,+,ESI,ms1,line,80.0000-1799.9999,9,413.2615,565
0.536783,+,ESI,ms1,line,80.0000-1799.9999,9,414.2612,155
0.545133,+,ESI,ms1,line,80.0000-1799.9999,10,149.0227,153
0.545133,+,ESI,ms1,line,80.0000-1799.9999,10,173.0769,100
0.545133,+,ESI,ms1,line,80.0000-1799.9999,10,262.0890,65
0.545133,+,ESI,ms1,line,80.0000-1799.9999,10,290.1185,66
0.545133,+,ESI,ms1,line,80.0000-1799.9999,10,312.0993,452
0.545133,+,ESI,ms1,line,80.0000-1799.9999,10,313.1073,92
0.545133,+,ESI,ms1,line,80.0000-1799.9999,10,393.2886,344
0.545133,+,ESI,ms1,line,80.0000-1799.9999,10,394.3005,103
0.545133,+,ESI,ms1,line,80.0000-1799.9999,10,413.2606,597
0.545133,+,ESI,ms1,line,80.0000-1799.9999,10,414.2621,120
0.553483,+,ESI,ms1,line,80.0000-1799.9999,10,149.0227,183
0.553483,+,ESI,ms1,line,80.0000-1799.9999,10,173.0791,99
0.553483,+,ESI,ms1,line,80.0000-1799.9999,10,262.0903,78
0.553483,+,ESI,ms1,line,80.0000-1799.9999,10,290.1197,64
0.553483,+,ESI,ms1,line,80.0000-1799.9999,10,312.0999,459
0.553483,+,ESI,ms1,line,80.0000-1799.9999,10,313.1050,98
0.553483,+,ESI,ms1,line,80.0000-1799.9999,10,393.2901,370
0.553483,+,ESI,ms1,line,80.0000-1799.9999,10,394.2990,90
0.553483,+,ESI,ms1,line,80.0000-1799.9999,10,413.2599,592
0.553483,+,ESI,ms1,line,80.0000-1799.9999,10,414.2619,120
0.561817,+,ESI,ms1,line,80.0000-1799.9999,9,149.0237,177
0.561817,+,ESI,ms1,line,80.0000-1799.9999,9,173.0762,120
0.561817,+,ESI,ms1,line,80.0000-1799.9999,9,262.0893,105
0.561817,+,ESI,ms1,line,80.0000-1799.9999,9,312.0985,469
0.561817,+,ESI,ms1,line,80.0000-1799.9999,9,313.1042,112
0.561817,+,ESI,ms1,line,80.0000-1799.9999,9,393.2923,360
0.561817,+,ESI,ms1,line,80.0000-1799.9999,9,394.2995,103
0.561817,+,ESI,ms1,line,80.0000-1799.9999,9,413.2594,636
0.561817,+,ESI,ms1,line,80.0000-1799.9999,9,414.2636,122
0.570167,+,ESI,ms1,line,80.0000-1799.9999,10,149.0231,202
0.570167,+,ESI,ms1,line,80.0000-1799.9999,10,173.0791,119
0.570167,+,ESI,ms1,line,80.0000-1799.9999,10,262.0904,122
0.570167,+,ESI,ms1,line,80.0000-1799.9999,10,290.1165,68
0.570167,+,ESI,ms1,line,80.0000-1799.9999,10,312.0980,470
0.570167,+,ESI,ms1,line,80.0000-1799.9999,10,313.1061,110
0.570167,+,ESI,ms1,line,80.0000-1799.9999,10,393.2933,420
0.570167,+,ESI,ms1,line,80.0000-1799.9999,10,394.3011,132
0.570167,+,ESI,ms1,line,80.0000-1799.9999,10,413.2594,645
0.570167,+,ESI,ms1,line,80.0000-1799.9999,10,414.2669,149
0.578517,+,ESI,ms1,line,80.0000-1799.9999,10,149.0247,180
0.578517,+,ESI,ms1,line,80.0000-1799.9999,10,173.0788,101
0.578517,+,ESI,ms1,line,80.0000-1799.9999,10,262.0900,126
0.578517,+,ESI,ms1,line,80.0000-1799.9999,10,290.1175,69
0.578517,+,ESI,ms1,line,80.0000-1799.9999,10,312.0981,469
0.578517,+,ESI,ms1,line,80.0000-1799.9999,10,313.1088,101
0.578517,+,ESI,ms1,line,80.0000-1799.9999,10,393.2938,402
0.578517,+,ESI,ms1,line,80.0000-1799.9999,10,394.3028,112
0.578517,+,ESI,ms1,line,80.0000-1799.9999,10,413.2595,652
0.578517,+,ESI,ms1,line,80.0000-1799.9999,10,414.2683,173
0.586867,+,ESI,ms1,line,80.0000-1799.9999,9,149.0252,162
0.586867,+,ESI,ms1,line,80.0000-1799.9999,9,173.0793,107
0.586867,+,ESI,ms1,line,80.0000-1799.9999,9,262.0892,101
0.586867,+,ESI,ms1,line,80.0000-1799.9999,9,312.0989,476
0.586867,+,ESI,ms1,line,80.0000-1799.9999,9,313.1058,91
0.586867,+,ESI,ms1,line,80.0000-1799.9999,9,393.2930,433
0.586867,+,ESI,ms1,line,80.0000-1799.9999,9,394.3034,96
0.586867,+,ESI,ms1,line,80.0000-1799.9999,9,413.2596,656
0.586867,+,ESI,ms1,line,80.0000-1799.9999,9,414.2705,168
0.5952,+,ESI,ms1,line,80.0000-1799.9999,11,149.0242,162
0.5952,+,ESI,ms1,line,80.0000-1799.9999,11,173.0808,125
0.5952,+,ESI,ms1,line,80.0000-1799.9999,11,262.0881,97
0.5952,+,ESI,ms1,line,80.0000-1799.9999,11,290.1166,65
0.5952,+,ESI,ms1,line,80.0000-1799.9999,11,301.1453,71
0.5952,+,ESI,ms1,line,80.0000-1799.9999,11,312.0995,479
0.5952,+,ESI,ms1,line,80.0000-1799.9999,11,313.1074,85
0.5952,+,ESI,ms1,line,80.0000-1799.9999,11,393.2935,471
0.5952,+,ESI,ms1,line,80.0000-1799.9999,11,394.3039,76
0.5952,+,ESI,ms1,line,80.0000-1799.9999,11,413.2605,645
0.5952,+,ESI,ms1,line,80.0000-1799.9999,11,414.2674,151
0.60355,+,ESI,ms1,line,80.0000-1799.9999,11,149.0240,207
0.60355,+,ESI,ms1,line,80.0000-1799.9999,11,173.0795,157
0.60355,+,ESI,ms1,line,80.0000-1799.9999,11,262.0867,119
0.60355,+,ESI,ms1,line,80.0000-1799.9999,11,301.1451,92
0.60355,+,ESI,ms1,line,80.0000-1799.9999,11,312.0997,494
0.60355,+,ESI,ms1,line,80.0000-1799.9999,11,313.1038,85
0.60355,+,ESI,ms1,line,80.0000-1799.9999,11,315.0791,69
0.60355,+,ESI,ms1,line,80.0000-1799.9999,11,393.2919,441
0.60355,+,ESI,ms1,line,80.0000-1799.9999,11,394.3013,70
0.60355,+,ESI,ms1,line,80.0000-1799.9999,11,413.2597,672
0.60355,+,ESI,ms1,line,80.0000-1799.9999,11,414.2653,144
0.6119,+,ESI,ms1,line,80.0000-1799.9999,10,149.0257,187
0.6119,+,ESI,ms1,line,80.0000-1799.9999,10,173.0795,151
0.6119,+,ESI,ms1,line,80.0000-1799.9999,10,262.0853,95
0.6119,+,ESI,ms1,line,80.0000-1799.9999,10,301.1459,90
0.6119,+,ESI,ms1,line,80.0000-1799.9999,10,312.1006,463
0.6119,+,ESI,ms1,line,80.0000-1799.9999,10,313.1045,100
0.6119,+,ESI,ms1,line,80.0000-1799.9999,10,393.2928,402
0.6119,+,ESI,ms1,line,80.0000-1799.9999,10,394.3001,84
0.6119,+,ESI,ms1,line,80.0000-1799.9999,10,413.2598,653
0.6119,+,ESI,ms1,line,80.0000-1799.9999,10,414.2647,142
0.62025,+,ESI,ms1,line,80.0000-1799.9999,11,149.0263,208
0.62025,+,ESI,ms1,line,80.0000-1799.9999,11,173.0798,148
0.62025,+,ESI,ms1,line,80.0000-1799.9999,11,262.0866,137
0.62025,+,ESI,ms1,line,80.0000-1799.9999,11,290.1239,65
0.62025,+,ESI,ms1,line,80.0000-1799.9999,11,301.1437,102
0.62025,+,ESI,ms1,line,80.0000-1799.9999,11,312.1006,441
0.62025,+,ESI,ms1,line,80.0000-1799.9999,11,313.1090,107
0.62025,+,ESI,ms1,line,80.0000-1799.9999,11,393.2941,404
0.62025,+,ESI,ms1,line,80.0000-1799.9999,11,394.2988,81
